slug	cts_urn	tlg
joannes-chrysostomus.ascetam-facetiis-uti-non-debere-sp	urn:cts:greekLit:tlg2062.tlg117	tlg2062.tlg117
joannes-chrysostomus.commentarius-in-job	urn:cts:greekLit:tlg2062.tlg505	tlg2062.tlg505
joannes-chrysostomus.comparatio-regis-et-monachi-dub	urn:cts:greekLit:tlg2062.tlg116	tlg2062.tlg116
joannes-chrysostomus.contra-anomoeos-homilia-11	urn:cts:greekLit:tlg2062.tlg019	tlg2062.tlg019
joannes-chrysostomus.contra-eos-qui-subintroductas-habent-virgines	urn:cts:greekLit:tlg2062.tlg007	tlg2062.tlg007
joannes-chrysostomus.contra-judaeos-gentiles-et-haereticos-et-in-illud-vocatus-est-jesus	urn:cts:greekLit:tlg2062.tlg122	tlg2062.tlg122
joannes-chrysostomus.contra-ludos-et-theatra	urn:cts:greekLit:tlg2062.tlg175	tlg2062.tlg175
joannes-chrysostomus.de-anna-sermones-1-5	urn:cts:greekLit:tlg2062.tlg114	tlg2062.tlg114
joannes-chrysostomus.de-babyla-contra-julianum-et-gentiles	urn:cts:greekLit:tlg2062.tlg373	tlg2062.tlg373
joannes-chrysostomus.de-beato-abraham-sp	urn:cts:greekLit:tlg2062.tlg128	tlg2062.tlg128
joannes-chrysostomus.de-chananaea-dub	urn:cts:greekLit:tlg2062.tlg101	tlg2062.tlg101
joannes-chrysostomus.de-christi-divinitate-contra-anomoeos-homilia-12	urn:cts:greekLit:tlg2062.tlg020	tlg2062.tlg020
joannes-chrysostomus.de-christi-precibus-contra-anomoeos-homilia-10	urn:cts:greekLit:tlg2062.tlg018	tlg2062.tlg018
joannes-chrysostomus.de-coemeterio-et-de-cruce	urn:cts:greekLit:tlg2062.tlg031	tlg2062.tlg031
joannes-chrysostomus.de-confessione-pretiosae-crucis-sp	urn:cts:greekLit:tlg2062.tlg111	tlg2062.tlg111
joannes-chrysostomus.de-davide-et-saule-homiliae-1-3	urn:cts:greekLit:tlg2062.tlg115	tlg2062.tlg115
joannes-chrysostomus.de-decem-millium-talentorum-debitore	urn:cts:greekLit:tlg2062.tlg061	tlg2062.tlg061
joannes-chrysostomus.de-eleemosyna	urn:cts:greekLit:tlg2062.tlg075	tlg2062.tlg075
joannes-chrysostomus.de-fato-et-providentia-orationes-1-6	urn:cts:greekLit:tlg2062.tlg060	tlg2062.tlg060
joannes-chrysostomus.de-fugienda-simulata-specie-sp	urn:cts:greekLit:tlg2062.tlg121	tlg2062.tlg121
joannes-chrysostomus.de-laudibus-sancti-pauli-apostoli-homiliae-1-7	urn:cts:greekLit:tlg2062.tlg486	tlg2062.tlg486
joannes-chrysostomus.de-lazaro-homiliae-1-7	urn:cts:greekLit:tlg2062.tlg023	tlg2062.tlg023
joannes-chrysostomus.de-libello-repudii	urn:cts:greekLit:tlg2062.tlg071	tlg2062.tlg071
joannes-chrysostomus.de-maccabeis-homiliae-1-3	urn:cts:greekLit:tlg2062.tlg047	tlg2062.tlg047
joannes-chrysostomus.de-melchisedech-sp	urn:cts:greekLit:tlg2062.tlg210	tlg2062.tlg210
joannes-chrysostomus.de-non-iterando-conjugio	urn:cts:greekLit:tlg2062.tlg011	tlg2062.tlg011
joannes-chrysostomus.de-occursu-domini-de-deipara-et-symeone-sp	urn:cts:greekLit:tlg2062.tlg137	tlg2062.tlg137
joannes-chrysostomus.de-paenitentia-homiliae-1-9	urn:cts:greekLit:tlg2062.tlg027	tlg2062.tlg027
joannes-chrysostomus.de-perfecta-caritate-sp	urn:cts:greekLit:tlg2062.tlg211	tlg2062.tlg211
joannes-chrysostomus.de-precatione-orat-1-2-sp	urn:cts:greekLit:tlg2062.tlg130	tlg2062.tlg130
joannes-chrysostomus.de-proditione-judae-homiliae-1-2	urn:cts:greekLit:tlg2062.tlg030	tlg2062.tlg030
joannes-chrysostomus.de-profectu-evangelii	urn:cts:greekLit:tlg2062.tlg078	tlg2062.tlg078
joannes-chrysostomus.de-resurrectione-mortuorum	urn:cts:greekLit:tlg2062.tlg034	tlg2062.tlg034
joannes-chrysostomus.de-sacerdotio-lib-1-6	urn:cts:greekLit:tlg2062.tlg085	tlg2062.tlg085
joannes-chrysostomus.de-sacerdotio-lib-7-sp	urn:cts:greekLit:tlg2062.tlg119	tlg2062.tlg119
joannes-chrysostomus.de-sancta-droside-martyre	urn:cts:greekLit:tlg2062.tlg055	tlg2062.tlg055
joannes-chrysostomus.de-sancta-pelagia-virgine-et-martyre	urn:cts:greekLit:tlg2062.tlg043	tlg2062.tlg043
joannes-chrysostomus.de-sancta-pentecoste-homiliae-1-2	urn:cts:greekLit:tlg2062.tlg037	tlg2062.tlg037
joannes-chrysostomus.de-sancta-thecla-martyre-sp	urn:cts:greekLit:tlg2062.tlg129	tlg2062.tlg129
joannes-chrysostomus.de-sancta-trinitate-sp	urn:cts:greekLit:tlg2062.tlg123	tlg2062.tlg123
joannes-chrysostomus.de-sanctis-bernice-et-prosdoce	urn:cts:greekLit:tlg2062.tlg048	tlg2062.tlg048
joannes-chrysostomus.de-sancto-hieromartyre-babyla	urn:cts:greekLit:tlg2062.tlg041	tlg2062.tlg041
joannes-chrysostomus.de-sancto-hieromartyre-phoca	urn:cts:greekLit:tlg2062.tlg057	tlg2062.tlg057
joannes-chrysostomus.de-sancto-meletio-antiocheno	urn:cts:greekLit:tlg2062.tlg039	tlg2062.tlg039
joannes-chrysostomus.de-terrae-motu	urn:cts:greekLit:tlg2062.tlg059	tlg2062.tlg059
joannes-chrysostomus.de-virginitate	urn:cts:greekLit:tlg2062.tlg009	tlg2062.tlg009
joannes-chrysostomus.eclogae-ixlviii-ex-diversis-homiliis-sp	urn:cts:greekLit:tlg2062.tlg338	tlg2062.tlg338
joannes-chrysostomus.epistula-ad-caesarium-sp	urn:cts:greekLit:tlg2062.tlg499	tlg2062.tlg499
joannes-chrysostomus.epistula-ad-cyriacum-epist-125-recensiones	urn:cts:greekLit:tlg2062.tlg376	tlg2062.tlg376
joannes-chrysostomus.epistula-ad-episcopos-presbyteros-et-diaconos	urn:cts:greekLit:tlg2062.tlg096	tlg2062.tlg096
joannes-chrysostomus.epistulae-18-242	urn:cts:greekLit:tlg2062.tlg097	tlg2062.tlg097
joannes-chrysostomus.epistulae-ad-olympiadem-epist-1-17	urn:cts:greekLit:tlg2062.tlg088	tlg2062.tlg088
joannes-chrysostomus.expositiones-in-psalmos	urn:cts:greekLit:tlg2062.tlg143	tlg2062.tlg143
joannes-chrysostomus.fragmenta-in-epistulas-catholicas	urn:cts:greekLit:tlg2062.tlg187	tlg2062.tlg187
joannes-chrysostomus.fragmenta-in-jeremiam-in-catenis	urn:cts:greekLit:tlg2062.tlg186	tlg2062.tlg186
joannes-chrysostomus.fragmenta-in-proverbia-in-catenis	urn:cts:greekLit:tlg2062.tlg185	tlg2062.tlg185
joannes-chrysostomus.homilia-dicta-in-templo-sanctae-anastasiae	urn:cts:greekLit:tlg2062.tlg176	tlg2062.tlg176
joannes-chrysostomus.homilia-dicta-postquam-reliquiae-martyrum	urn:cts:greekLit:tlg2062.tlg169	tlg2062.tlg169
joannes-chrysostomus.homilia-habita-postquam-presbyter-gothus-concionatus-fuerat	urn:cts:greekLit:tlg2062.tlg177	tlg2062.tlg177
joannes-chrysostomus.homilia-in-martyres	urn:cts:greekLit:tlg2062.tlg052	tlg2062.tlg052
joannes-chrysostomus.in-acta-apostolorum-homiliae-1-55	urn:cts:greekLit:tlg2062.tlg154	tlg2062.tlg154
joannes-chrysostomus.in-annuntiationem-beatae-virginis-sp	urn:cts:greekLit:tlg2062.tlg133	tlg2062.tlg133
joannes-chrysostomus.in-ascensionem-domini-nostri-jesu-christi	urn:cts:greekLit:tlg2062.tlg036	tlg2062.tlg036
joannes-chrysostomus.in-ascensionem-sermo-1-sp	urn:cts:greekLit:tlg2062.tlg100	tlg2062.tlg100
joannes-chrysostomus.in-ascensionem-sermo-2-sp	urn:cts:greekLit:tlg2062.tlg103	tlg2062.tlg103
joannes-chrysostomus.in-ascensionem-sermo-3-sp	urn:cts:greekLit:tlg2062.tlg104	tlg2062.tlg104
joannes-chrysostomus.in-dictum-pauli-nolo-vos-ignorare	urn:cts:greekLit:tlg2062.tlg073	tlg2062.tlg073
joannes-chrysostomus.in-dictum-pauli-oportet-haereses-esse	urn:cts:greekLit:tlg2062.tlg074	tlg2062.tlg074
joannes-chrysostomus.in-epistulam-ad-colossenses-homiliae-1-12	urn:cts:greekLit:tlg2062.tlg161	tlg2062.tlg161
joannes-chrysostomus.in-epistulam-ad-ephesios-homiliae-1-24	urn:cts:greekLit:tlg2062.tlg159	tlg2062.tlg159
joannes-chrysostomus.in-epistulam-ad-galatas-commentarius	urn:cts:greekLit:tlg2062.tlg158	tlg2062.tlg158
joannes-chrysostomus.in-epistulam-ad-hebraeos-homiliae-1-34	urn:cts:greekLit:tlg2062.tlg168	tlg2062.tlg168
joannes-chrysostomus.in-epistulam-ad-philemonem-homiliae-1-3	urn:cts:greekLit:tlg2062.tlg167	tlg2062.tlg167
joannes-chrysostomus.in-epistulam-ad-philippenses-homiliae-1-15	urn:cts:greekLit:tlg2062.tlg160	tlg2062.tlg160
joannes-chrysostomus.in-epistulam-ad-romanos-homiliae-1-32	urn:cts:greekLit:tlg2062.tlg155	tlg2062.tlg155
joannes-chrysostomus.in-epistulam-ad-titum-homiliae-1-6	urn:cts:greekLit:tlg2062.tlg166	tlg2062.tlg166
joannes-chrysostomus.in-epistulam-i-ad-corinthios-homiliae-1-44	urn:cts:greekLit:tlg2062.tlg156	tlg2062.tlg156
joannes-chrysostomus.in-epistulam-i-ad-thessalonicenses-homiliae-1-11	urn:cts:greekLit:tlg2062.tlg162	tlg2062.tlg162
joannes-chrysostomus.in-epistulam-i-ad-timotheum-homiliae-1-18	urn:cts:greekLit:tlg2062.tlg164	tlg2062.tlg164
joannes-chrysostomus.in-epistulam-ii-ad-corinthios-homiliae-1-30	urn:cts:greekLit:tlg2062.tlg157	tlg2062.tlg157
joannes-chrysostomus.in-epistulam-ii-ad-thessalonicenses-homiliae-1-5	urn:cts:greekLit:tlg2062.tlg163	tlg2062.tlg163
joannes-chrysostomus.in-epistulam-ii-ad-timotheum-homiliae-1-10	urn:cts:greekLit:tlg2062.tlg165	tlg2062.tlg165
joannes-chrysostomus.in-eutropium	urn:cts:greekLit:tlg2062.tlg089	tlg2062.tlg089
joannes-chrysostomus.in-genesim-homiliae-1-67	urn:cts:greekLit:tlg2062.tlg112	tlg2062.tlg112
joannes-chrysostomus.in-genesim-sermones-1-9	urn:cts:greekLit:tlg2062.tlg113	tlg2062.tlg113
joannes-chrysostomus.in-heliam-et-viduam	urn:cts:greekLit:tlg2062.tlg080	tlg2062.tlg080
joannes-chrysostomus.in-illud-filius-ex-se-nihil-facit	urn:cts:greekLit:tlg2062.tlg180	tlg2062.tlg180
joannes-chrysostomus.in-illud-habentes-eundem-spiritum-homiliae-1-3	urn:cts:greekLit:tlg2062.tlg076	tlg2062.tlg076
joannes-chrysostomus.in-illud-hoc-scitote-quod-in-novissimis-diebus	urn:cts:greekLit:tlg2062.tlg151	tlg2062.tlg151
joannes-chrysostomus.in-illud-in-faciem-ei-restiti	urn:cts:greekLit:tlg2062.tlg084	tlg2062.tlg084
joannes-chrysostomus.in-illud-isaiae-ego-dominus-deus-feci-lumen	urn:cts:greekLit:tlg2062.tlg148	tlg2062.tlg148
joannes-chrysostomus.in-illud-ne-timueritis-cum-dives-factus-fuerit-homo	urn:cts:greekLit:tlg2062.tlg144	tlg2062.tlg144
joannes-chrysostomus.in-illud-pater-meus-usque-modo-operatur	urn:cts:greekLit:tlg2062.tlg178	tlg2062.tlg178
joannes-chrysostomus.in-illud-pater-si-possibile-est-transeat	urn:cts:greekLit:tlg2062.tlg062	tlg2062.tlg062
joannes-chrysostomus.in-illud-propter-fornicationes-autem-unusquisque-suam-uxorem	urn:cts:greekLit:tlg2062.tlg070	tlg2062.tlg070
joannes-chrysostomus.in-illud-salutate-priscillam-et-aquilam-sermones-1-2	urn:cts:greekLit:tlg2062.tlg069	tlg2062.tlg069
joannes-chrysostomus.in-illud-si-esurierit-inimicus	urn:cts:greekLit:tlg2062.tlg068	tlg2062.tlg068
joannes-chrysostomus.in-illud-utinam-sustineretis-modicum	urn:cts:greekLit:tlg2062.tlg077	tlg2062.tlg077
joannes-chrysostomus.in-illud-vidi-dominum-homiliae-1-6	urn:cts:greekLit:tlg2062.tlg498	tlg2062.tlg498
joannes-chrysostomus.in-illud-vidua-eligatur	urn:cts:greekLit:tlg2062.tlg079	tlg2062.tlg079
joannes-chrysostomus.in-isaiam	urn:cts:greekLit:tlg2062.tlg497	tlg2062.tlg497
joannes-chrysostomus.in-joannem-homiliae-1-88	urn:cts:greekLit:tlg2062.tlg153	tlg2062.tlg153
joannes-chrysostomus.in-martyres-aegyptios	urn:cts:greekLit:tlg2062.tlg056	tlg2062.tlg056
joannes-chrysostomus.in-matthaeum-homiliae-1-90	urn:cts:greekLit:tlg2062.tlg152	tlg2062.tlg152
joannes-chrysostomus.in-novam-dominicam-et-in-apostolum-thomam-sp	urn:cts:greekLit:tlg2062.tlg347	tlg2062.tlg347
joannes-chrysostomus.in-pentecosten-sermo-1-sp	urn:cts:greekLit:tlg2062.tlg107	tlg2062.tlg107
joannes-chrysostomus.in-pentecosten-sermo-2-sp	urn:cts:greekLit:tlg2062.tlg108	tlg2062.tlg108
joannes-chrysostomus.in-pentecosten-sermo-3-sp	urn:cts:greekLit:tlg2062.tlgX14	tlg2062.tlgX14
joannes-chrysostomus.in-principium-actorum-homiliae-1-4	urn:cts:greekLit:tlg2062.tlg064	tlg2062.tlg064
joannes-chrysostomus.in-psalmos-101-107-sp	urn:cts:greekLit:tlg2062.tlg206	tlg2062.tlg206
joannes-chrysostomus.in-psalmum-100-sp	urn:cts:greekLit:tlg2062.tlg205	tlg2062.tlg205
joannes-chrysostomus.in-psalmum-118-homiliae-1-3-sp	urn:cts:greekLit:tlg2062.tlg207	tlg2062.tlg207
joannes-chrysostomus.in-psalmum-139-sp	urn:cts:greekLit:tlg2062.tlg208	tlg2062.tlg208
joannes-chrysostomus.in-psalmum-145	urn:cts:greekLit:tlg2062.tlg145	tlg2062.tlg145
joannes-chrysostomus.in-quatriduanum-lazarum	urn:cts:greekLit:tlg2062.tlg049	tlg2062.tlg049
joannes-chrysostomus.in-quatriduanum-lazarum-contra-anomoeos-homilia-9-sp	urn:cts:greekLit:tlg2062.tlg017	tlg2062.tlg017
joannes-chrysostomus.in-sanctos-petrum-et-heliam-sp	urn:cts:greekLit:tlg2062.tlg127	tlg2062.tlg127
joannes-chrysostomus.in-sanctum-barlaam-martyrem	urn:cts:greekLit:tlg2062.tlg054	tlg2062.tlg054
joannes-chrysostomus.in-sanctum-eustathium-antiochenum	urn:cts:greekLit:tlg2062.tlg045	tlg2062.tlg045
joannes-chrysostomus.in-sanctum-ignatium-martyrem	urn:cts:greekLit:tlg2062.tlg044	tlg2062.tlg044
joannes-chrysostomus.in-sanctum-julianum-martyrem	urn:cts:greekLit:tlg2062.tlg053	tlg2062.tlg053
joannes-chrysostomus.in-sanctum-lucianum-martyrem	urn:cts:greekLit:tlg2062.tlg040	tlg2062.tlg040
joannes-chrysostomus.in-sanctum-pascha	urn:cts:greekLit:tlg2062.tlg099	tlg2062.tlg099
joannes-chrysostomus.in-sanctum-romanum-homilia-1	urn:cts:greekLit:tlg2062.tlg046	tlg2062.tlg046
joannes-chrysostomus.in-triduanam-resurrectionem-domini-sp	urn:cts:greekLit:tlg2062.tlg140	tlg2062.tlg140
joannes-chrysostomus.interpretatio-in-danielem-prophetam-sp	urn:cts:greekLit:tlg2062.tlg209	tlg2062.tlg209
joannes-chrysostomus.laus-diodori-episcopi	urn:cts:greekLit:tlg2062.tlg098	tlg2062.tlg098
joannes-chrysostomus.oratio-secunda-sp	urn:cts:greekLit:tlg2062.tlg346	tlg2062.tlg346
joannes-chrysostomus.peccata-fratrum-non-evulganda	urn:cts:greekLit:tlg2062.tlg082	tlg2062.tlg082
joannes-chrysostomus.pg048	urn:cts:greekLit:tlg2062.tlg012	tlg2062.tlg012
joannes-chrysostomus.pg052	urn:cts:greekLit:tlg2062.tlg105	tlg2062.tlg105
joannes-chrysostomus.post-reditum-priore-exsilio-sermo-2	urn:cts:greekLit:tlg2062.tlg093	tlg2062.tlg093
joannes-chrysostomus.prooemia-in-psalmos-fragmenta-sp	urn:cts:greekLit:tlg2062.tlg197	tlg2062.tlg197
joannes-chrysostomus.quales-ducendae-sint-uxores-encomium-ad-maximum	urn:cts:greekLit:tlg2062.tlg072	tlg2062.tlg072
joannes-chrysostomus.quod-regulares-feminae-viris-cohabitare-non-debeant	urn:cts:greekLit:tlg2062.tlg008	tlg2062.tlg008
joannes-chrysostomus.sermo-antequam-iret-in-exsilium	urn:cts:greekLit:tlg2062.tlg091	tlg2062.tlg091
joannes-chrysostomus.sermo-cum-iret-in-exsilium	urn:cts:greekLit:tlg2062.tlg092	tlg2062.tlg092
joannes-chrysostomus.synopsis-scripturae-sacrae-sp	urn:cts:greekLit:tlg2062.tlg213	tlg2062.tlg213
joannes-damascenus.adversus-iconoclastas-sp	urn:cts:greekLit:tlg2934.tlgX03	tlg2934.tlgX03
joannes-damascenus.commentarii-in-epistulas-pauli-dub	urn:cts:greekLit:tlg2934.tlg053	tlg2934.tlg053
joannes-damascenus.contra-nestorianos	urn:cts:greekLit:tlg2934.tlg010	tlg2934.tlg010
joannes-damascenus.de-azymis-fragmenta-duo-sp	urn:cts:greekLit:tlg2934.tlg051	tlg2934.tlg051
joannes-damascenus.de-duabus-in-christo-voluntatibus	urn:cts:greekLit:tlg2934.tlg008	tlg2934.tlg008
joannes-damascenus.de-immaculato-corpore-sp	urn:cts:greekLit:tlg2934.tlg052	tlg2934.tlg052
joannes-damascenus.de-natura-composita-sive-contra-acephalos	urn:cts:greekLit:tlg2934.tlg013	tlg2934.tlg013
joannes-damascenus.de-octo-spiritibus-nequitiae-fragmentum-sp	urn:cts:greekLit:tlg2934.tlg036	tlg2934.tlg036
joannes-damascenus.de-sacris-imaginibus-contra-constantinum-cabalinum-sp	urn:cts:greekLit:tlg2934.tlgX02	tlg2934.tlgX02
joannes-damascenus.de-sacris-jejuniis	urn:cts:greekLit:tlg2934.tlg021	tlg2934.tlg021
joannes-damascenus.de-sancta-trinitate-fragmentum-dub	urn:cts:greekLit:tlg2934.tlg035	tlg2934.tlg035
joannes-damascenus.disputatio-christiani-et-saraceni-dub	urn:cts:greekLit:tlg2934.tlg014	tlg2934.tlg014
joannes-damascenus.epistula-de-hymno-trisagio	urn:cts:greekLit:tlg2934.tlg011	tlg2934.tlg011
joannes-damascenus.institutio-elementaris	urn:cts:greekLit:tlg2934.tlg001	tlg2934.tlg001
joannes-damascenus.oratio-de-his-qui-in-fide-dormierunt-sp	urn:cts:greekLit:tlg2934.tlg048	tlg2934.tlg048
joannes-damascenus.passio-sancti-artemii-dub	urn:cts:greekLit:tlg2934.tlg062	tlg2934.tlg062
joannes-damascenus.quid-est-homo-fragmentum-dub	urn:cts:greekLit:tlg2934.tlg047	tlg2934.tlg047
joannes-damascenus.sacra-parallela-recensiones-secundum-alphabeti-litteras-dispositae	urn:cts:greekLit:tlg2934.tlg018	tlg2934.tlg018
joannes-damascenus.vita-barlaam-et-joasaph-sp	urn:cts:greekLit:tlg2934.tlg066	tlg2934.tlg066
joannes-epiphaniensis.fragmentum	urn:cts:greekLit:tlg4392.tlg001	tlg4392.tlg001
joannes-grammar.ekfrasis-tou-kosmikou-pi-nakos	urn:cts:greekLit:tlg2578.tlg001	tlg2578.tlg001
joannes-hierosolymitanus.adversus-iconoclastas-olim-sub-auctore-joanne-damasceno	urn:cts:greekLit:tlg3173.tlg001	tlg3173.tlg001
joannes-hierosolymitanus.narratio	urn:cts:greekLit:tlg3173.tlg003	tlg3173.tlg003
joannes-laurentius-lydus.de-magistratibus-populi-romani	urn:cts:greekLit:tlg2580.tlg001	tlg2580.tlg001
joannes-philoponus.in-aristotelis-analytica-posteriora-commentaria	urn:cts:greekLit:tlg4015.tlg004	tlg4015.tlg004
joannes-philoponus.in-aristotelis-analytica-priora-commentaria	urn:cts:greekLit:tlg4015.tlg002	tlg4015.tlg002
joannes-philoponus.in-aristotelis-categorias-commentarium	urn:cts:greekLit:tlg4015.tlg001	tlg4015.tlg001
joannes-philoponus.in-aristotelis-libros-de-anima-commentaria	urn:cts:greekLit:tlg4015.tlg008	tlg4015.tlg008
joannes-philoponus.in-aristotelis-libros-de-generatione-et-corruptione-commentaria	urn:cts:greekLit:tlg4015.tlg006	tlg4015.tlg006
joannes-philoponus.in-aristotelis-meteorologicorum-librum-primum-commentarium	urn:cts:greekLit:tlg4015.tlg005	tlg4015.tlg005
joannes-philoponus.in-aristotelis-physicorum-libros-commentaria	urn:cts:greekLit:tlg4015.tlg009	tlg4015.tlg009
joannes-philoponus.in-libros-de-generatione-animalium-commentaria	urn:cts:greekLit:tlg4015.tlg007	tlg4015.tlg007
joannes-scylitzes.synopsis-historiarum	urn:cts:greekLit:tlg3063.tlg001	tlg3063.tlg001
joannes-stobaeus-anthologus.anthologium	urn:cts:greekLit:tlg2037.tlg001	tlg2037.tlg001
joannes-tzetzes.tzetzes-historiae-kiessling	urn:cts:greekLit:tlg9022.tlg001	tlg9022.tlg001
joannes-vi-cantacuzenus.historiae	urn:cts:greekLit:tlg3169.tlg001	tlg3169.tlg001
joannes-zonaras.argumenta	urn:cts:greekLit:tlg3135.tlg011	tlg3135.tlg011
joannes-zonaras.chronologia	urn:cts:greekLit:tlg3135.tlg012	tlg3135.tlg012
joannes-zonaras.epitome-historiarum-lib-1-12	urn:cts:greekLit:tlg3135.tlg001	tlg3135.tlg001
joannes-zonaras.epitome-historiarum-lib-12-clausula-varia-dub	urn:cts:greekLit:tlg3135.tlg003	tlg3135.tlg003
joannes-zonaras.epitome-historiarum-lib-13-18	urn:cts:greekLit:tlg3135.tlg002	tlg3135.tlg002
john-of-ephesus.ecclesiastical-history		pta:pta0200.pta001
josephus-genesius.basilei-ai	urn:cts:greekLit:tlg3040.tlg001	tlg3040.tlg001
juba-ii-rex-mauretaniae.fragmenta	urn:cts:greekLit:tlg1452.tlg003	tlg1452.tlg003
julius-pollux.onomasticon	urn:cts:greekLit:tlg0542.tlg001	tlg0542.tlg001
justinus-martyr.apologia	urn:cts:greekLit:tlg0645.tlg001	tlg0645.tlg001
justinus-martyr.apologia-secunda	urn:cts:greekLit:tlg0645.tlg002	tlg0645.tlg002
justinus-martyr.dialogus-cum-tryphone	urn:cts:greekLit:tlg0645.tlg003	tlg0645.tlg003
justinus-martyr.fragmenta-operum-deperditorum	urn:cts:greekLit:tlg0645.tlg004	tlg0645.tlg004
kekaumenos.consilia-et-narrationes	urn:cts:greekLit:tlg3017	tlg3017
laetus.fragmenta	urn:cts:greekLit:tlg2525.tlg003	tlg2525.tlg003
lamprocles.fragmenta	urn:cts:greekLit:tlg0370.tlg001	tlg0370.tlg001
laonicus-chalcocondyles.historiae	urn:cts:greekLit:tlg3139.tlg001	tlg3139.tlg001
leo-alabandensis.fragmenta	urn:cts:greekLit:tlg2186.tlg003	tlg2186.tlg003
leo-byzantius.fragmenta	urn:cts:greekLit:tlg1941.tlg003	tlg1941.tlg003
leo-diaconus.historia	urn:cts:greekLit:tlg3069.tlg001	tlg3069.tlg001
leo-pellaeus.fragmenta	urn:cts:greekLit:tlg1978.tlg003	tlg1978.tlg003
lepidus.fragmenta	urn:cts:greekLit:tlg1459.tlg002	tlg1459.tlg002
lesbonax-rhetoric.politiko-s	urn:cts:greekLit:tlg0649.tlg001	tlg0649.tlg001
lesbonax-rhetoric.protreptiko-s	urn:cts:greekLit:tlg0649.tlg002	tlg0649.tlg002
lesbonax-rhetoric.protreptiko-s-b	urn:cts:greekLit:tlg0649.tlg003	tlg0649.tlg003
leucippus.testimonia	urn:cts:greekLit:tlg1461.tlg001	tlg1461.tlg001
lexicon-sabbaiticum.lexicon-sabbaiticum-e-cod-sabbaitico-137	urn:cts:greekLit:tlg4300.tlg001	tlg4300.tlg001
libanius.characteres-epistolici-sp	urn:cts:greekLit:tlg2200.tlg008	tlg2200.tlg008
libanius.declamatio-10	urn:cts:greekLit:tlg2200.tlg00510	tlg2200.tlg00510
libanius.declamatio-11	urn:cts:greekLit:tlg2200.tlg00511	tlg2200.tlg00511
libanius.declamatio-12	urn:cts:greekLit:tlg2200.tlg00512	tlg2200.tlg00512
libanius.declamatio-13	urn:cts:greekLit:tlg2200.tlg00513	tlg2200.tlg00513
libanius.declamatio-14	urn:cts:greekLit:tlg2200.tlg00514	tlg2200.tlg00514
libanius.declamatio-15	urn:cts:greekLit:tlg2200.tlg00515	tlg2200.tlg00515
libanius.declamatio-16	urn:cts:greekLit:tlg2200.tlg00516	tlg2200.tlg00516
libanius.declamatio-17	urn:cts:greekLit:tlg2200.tlg00517	tlg2200.tlg00517
libanius.declamatio-18	urn:cts:greekLit:tlg2200.tlg00518	tlg2200.tlg00518
libanius.declamatio-19	urn:cts:greekLit:tlg2200.tlg00519	tlg2200.tlg00519
libanius.declamatio-2	urn:cts:greekLit:tlg2200.tlg00502	tlg2200.tlg00502
libanius.declamatio-20	urn:cts:greekLit:tlg2200.tlg00520	tlg2200.tlg00520
libanius.declamatio-21	urn:cts:greekLit:tlg2200.tlg00521	tlg2200.tlg00521
libanius.declamatio-22	urn:cts:greekLit:tlg2200.tlg00522	tlg2200.tlg00522
libanius.declamatio-23	urn:cts:greekLit:tlg2200.tlg00523	tlg2200.tlg00523
libanius.declamatio-24	urn:cts:greekLit:tlg2200.tlg00524	tlg2200.tlg00524
libanius.declamatio-25	urn:cts:greekLit:tlg2200.tlg00525	tlg2200.tlg00525
libanius.declamatio-26	urn:cts:greekLit:tlg2200.tlg00526	tlg2200.tlg00526
libanius.declamatio-27	urn:cts:greekLit:tlg2200.tlg00527	tlg2200.tlg00527
libanius.declamatio-28	urn:cts:greekLit:tlg2200.tlg00528	tlg2200.tlg00528
libanius.declamatio-29	urn:cts:greekLit:tlg2200.tlg00529	tlg2200.tlg00529
libanius.declamatio-3	urn:cts:greekLit:tlg2200.tlg00503	tlg2200.tlg00503
libanius.declamatio-30	urn:cts:greekLit:tlg2200.tlg00530	tlg2200.tlg00530
libanius.declamatio-31	urn:cts:greekLit:tlg2200.tlg00531	tlg2200.tlg00531
libanius.declamatio-32	urn:cts:greekLit:tlg2200.tlg00532	tlg2200.tlg00532
libanius.declamatio-33	urn:cts:greekLit:tlg2200.tlg00533	tlg2200.tlg00533
libanius.declamatio-34	urn:cts:greekLit:tlg2200.tlg00534	tlg2200.tlg00534
libanius.declamatio-35	urn:cts:greekLit:tlg2200.tlg00535	tlg2200.tlg00535
libanius.declamatio-36	urn:cts:greekLit:tlg2200.tlg00536	tlg2200.tlg00536
libanius.declamatio-37	urn:cts:greekLit:tlg2200.tlg00537	tlg2200.tlg00537
libanius.declamatio-38	urn:cts:greekLit:tlg2200.tlg00538	tlg2200.tlg00538
libanius.declamatio-39	urn:cts:greekLit:tlg2200.tlg00539	tlg2200.tlg00539
libanius.declamatio-4	urn:cts:greekLit:tlg2200.tlg00504	tlg2200.tlg00504
libanius.declamatio-40	urn:cts:greekLit:tlg2200.tlg00540	tlg2200.tlg00540
libanius.declamatio-41	urn:cts:greekLit:tlg2200.tlg00541	tlg2200.tlg00541
libanius.declamatio-42	urn:cts:greekLit:tlg2200.tlg00542	tlg2200.tlg00542
libanius.declamatio-43	urn:cts:greekLit:tlg2200.tlg00543	tlg2200.tlg00543
libanius.declamatio-44	urn:cts:greekLit:tlg2200.tlg00544	tlg2200.tlg00544
libanius.declamatio-45	urn:cts:greekLit:tlg2200.tlg00545	tlg2200.tlg00545
