slug	work_id	title	author	author_id	cts_urn	tlg	wikidata	source	edition	license	passages	tokens	tokens_lemmatized	correction	unattested_rate	scheme_class	scheme	scheme_depth	sha256
periplus-ponti-euxini.anonymi-arriani-ut-fertur-periplus-ponti-euxini	ogc002704	Anonymi (Arriani, Ut Fertur) Periplus Ponti Euxini	Periplus Ponti Euxini	oga001018	urn:cts:greekLit:tlg0075.tlg001	tlg0075.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	91	5480	5352	not-ocr		logical-numeric	ref.sub	2	ced5a6e9d7ef8992393f65dacc019cc2a8731697df6dcebace99f2180f674f2a
persaeus-cittiensis.fragmenta	ogc002705	Fragmenta	persaeus-cittiensis	oga001020	urn:cts:greekLit:tlg1574.tlg001	tlg1574.tlg001		dfhg	dfhg	CC-BY-SA-4.0	2	114	112	not-ocr		logical-numeric	ref.sub	2	0237c737c6fe683636f97f73eeb87a2426ddade6701f305bed4b32ed234d1619
persaeus.fragmenta	ogc002706	Fragmenta	Persaeus	oga001019	urn:cts:greekLit:tlg1574.tlg001	tlg1574.tlg001		ocr	migne-ocr-qwen36	PD	53	1739	1665	auto-corrected	0.144109	edition-prefixed			648083f1a783039e76de2174a9dae927d7d85fa7f22fd27d5a67fbb8698e0493
petron.testimonium	ogc002707	Testimonium	Petron	oga001021	urn:cts:greekLit:tlg2247.tlg001	tlg2247.tlg001		ocr	qwen36-nausiphanes_diels_fvs2	PD	2	214	209	raw-ocr	0.083871	edition-prefixed			f50cd6294eeece4da4f28dcf2c28dd87fbe137b4477084d541f51baf3f0545f3
petrus-patricius.fragmenta	ogc002708	Fragmenta	petrus-patricius	oga001022				dfhg	dfhg	CC-BY-SA-4.0	31	3022	3009	not-ocr		logical-numeric	ref.sub	2	b915026fc72e4e2fd1fb14584bef0265ea924f238c1721f4a369920ccc45d7b6
phaenias.fragmenta	ogc002709	Fragmenta	Phaenias	oga001023	urn:cts:greekLit:tlg1578.tlg001	tlg1578.tlg001		ocr	qwen36-demochares_fhg2-ocr	PD	37	666	648	raw-ocr	0.136364	edition-prefixed			7c6585af20f2d157648af930c94056c60ea1d9233c8ab51e27bd9f3ca2ec197f
phaestus.fragmenta	ogc002710	Fragmenta	Phaestus	oga001024				dfhg	dfhg	CC-BY-SA-4.0	2	48	47	not-ocr		logical-numeric	ref.sub	2	76fb4f547cab32b8a22d17040c37c80c85ee9a690ced2d20785cc520e722e9bf
phalaridis-epistulae.epistulae	ogc002711	Epistulae	Phalaridis Epistulae	oga001025	urn:cts:greekLit:tlg0053.tlg001	tlg0053.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	201	17592	17412	not-ocr		logical-numeric	ref.sub	2	b67519b189d1b9c0e9c390c00180dc8961bbe578148256cad3bd6bb31ae78e2b
phaleas-et-hippodamus.testimonia-et-fragmenta	ogc002712		phaleas-et-hippodamus	oga001026				ocr	migne-ocr-qwen36	PD	13	1237	1220	raw-ocr	0.096552	edition-prefixed			f34c7a0548ca9b5489729101ae7e6014f2487a4c5da35a67883ed92d3a1d872a
phanias-eresius.fragmenta	ogc002713	Fragmenta	phanias-eresius	oga001027				dfhg	dfhg	CC-BY-SA-4.0	42	2684	2655	not-ocr		logical-numeric	ref.sub	2	f077e6fbd03282cd95e57d5018556330f5f0fac510f8a6439d803576e22ab192
phanocles.fragmenta	ogc002714	Fragmenta	Phanocles	oga001028	urn:cts:greekLit:tlg0214.tlg001	tlg0214.tlg001		ocr	qwen36-philetas_bach_1829-ocr	PD	608	2451	2087	auto-corrected	0.386024	edition-prefixed			54a109cff75703f0c13616f0c836bc83b1c12f0b1a9d97cadbbf4b48a0a120ca
phanocritus.fragmenta	ogc002715	Fragmenta	phanocritus	oga001029				dfhg	dfhg	CC-BY-SA-4.0	1	20	20	not-ocr		logical-numeric	ref.sub	2	10b79c1fddf08561657d909d56c6182dc8816368abc9f165c023fe2dd355b73f
phanodemus.fragmenta	ogc002716	Fragmenta	Phanodemus	oga001030	urn:cts:greekLit:tlg1583.tlg001	tlg1583.tlg001		dfhg	dfhg	CC-BY-SA-4.0	27	924	910	not-ocr		logical-numeric	ref.sub	2	3f61ecf726d03ed85363764d19619b90fbed539aab6abd37e083355ec061a5c2
phanodicus.fragmenta	ogc002717	Fragmenta	Phanodicus	oga001031	urn:cts:greekLit:tlg2278.tlg002	tlg2278.tlg002		dfhg	dfhg	CC-BY-SA-4.0	4	200	198	not-ocr		logical-numeric	ref.sub	2	0f2e1bd9547311cc5193e3355c3e42e542ae3ce92468e57b06bb32159293f173
pharnuchus-nisibenus.fragmenta	ogc002718	Fragmenta	pharnuchus-nisibenus	oga001032				dfhg	dfhg	CC-BY-SA-4.0	1	23	23	not-ocr		logical-numeric	ref.sub	2	0b078f5fa3afe0d1714b90564623551bcba8827c0d24080c2c78f1093e99af45
pherecrates.fragmenta	ogc002719	Fragmenta	Pherecrates	oga001033	urn:cts:greekLit:tlg0486.tlg001	tlg0486.tlg001		ocr	kock-caf1-ocr-frag	PD	230	5117	4822	auto-corrected	0.217497	logical-numeric	ref	1	e5c7d8ad1b88a21534bbfb9b1664f580266750df0a29bbad2e026f385ef04174
pherecydes-mythography.testimonia	ogc002720	Testimonia	Pherecydes	oga001035	urn:cts:greekLit:tlg0630.tlg001	tlg0630.tlg001		ocr	qwen36-nausiphanes_diels_fvs2	PD	61	1268	1232	auto-corrected	0.104620	edition-prefixed			e337ec4c296928b18eb363f4cddbd619e60d556677a9cf144d7019e425972a72
pherecydes.fragmenta	ogc002721	Fragmenta	pherecydes	oga001034	urn:cts:greekLit:tlg1584.tlg001	tlg1584.tlg001		dfhg	dfhg	CC-BY-SA-4.0	185	8659	8549	not-ocr		mixed			55bb69a8d20eef5413deb8ca0d03ba4d37409d712edbe29f62d7bcc522efebdb
philemon-junior.fragmenta	ogc002722	Fragmenta	Philemon Junior	oga001037	urn:cts:greekLit:tlg0488.tlg001	tlg0488.tlg001		ocr	kock-caf2-ocr-frag	PD	1	111	108	raw-ocr	0.125000	logical-numeric	ref	1	dd39fd5972820f964ad9266be4788247e1093808020900d08db005211800160a
philemon.fragmenta	ogc002723	Fragmenta	Philemon	oga001036	urn:cts:greekLit:tlg0487.tlg001	tlg0487.tlg001		ocr	kock-caf2-ocr-frag	PD	216	5863	5755	auto-corrected	0.057355	logical-numeric	ref	1	08f62620bd3ba22ab03169bad4a557f07a792a11cb00cc25bcf49e935d99fa66
philetaerus.fragmenta	ogc002724	Fragmenta	Philetaerus	oga001038	urn:cts:greekLit:tlg0489.tlg001	tlg0489.tlg001		ocr	kock-caf2-ocr-frag	PD	16	413	404	raw-ocr	0.047059	logical-numeric	ref	1	1acefb1849e31d2b869cf1b76125f013abc439a79414c401423c22114806c42b
philetas-ephesius.fragmenta	ogc002725	Fragmenta	philetas-ephesius	oga001040				dfhg	dfhg	CC-BY-SA-4.0	2	83	83	not-ocr		logical-numeric	ref.sub	2	eb96e585cc03143963e26ce223e58831a9e8df0f54e6773ce86a18e7c5ae4f49
philetas.fragmenta	ogc002726	Fragmenta	Philetas	oga001039	urn:cts:greekLit:tlg0212.tlg001	tlg0212.tlg001		ocr	qwen36-philetas_bach_1829	PD	1008	6371	5755	auto-corrected	0.279850	edition-prefixed			85ce095253afaa7be42b6282b5fb88734755606e1f5ffe09fc8489b69e403558
philinus.fragmenta	ogc002727	Fragmenta	Philinus	oga001041	urn:cts:greekLit:tlg1969.tlg003	tlg1969.tlg003		dfhg	dfhg	CC-BY-SA-4.0	5	798	796	not-ocr		logical-numeric	ref.sub	2	5fbb80ca6819cabd9c1ac5d01ec6843bfdaf7b20949f3162aa5d070f8981f2e0
philippides.fragmenta	ogc002728	Fragmenta	Philippides	oga001042	urn:cts:greekLit:tlg0490.tlg001	tlg0490.tlg001		ocr	kock-caf3-ocr-frag	PD	38	1020	1016	raw-ocr	0.194357	logical-numeric	ref	1	cdd39360c47b6dacc0bf2ab51d76ac2103f1b52b473933f374c58b0cff00ae93
philippus-history.fragmenta	ogc002729	Fragmenta	Philippus	oga001043	urn:cts:greekLit:tlg1590.tlg002	tlg1590.tlg002		ocr	qwen36-socrates_hist_fhg4	PD	6	159	150	raw-ocr	0.186275	edition-prefixed			5d8db146ade360e624a31b1c046de7460b4bd2503be33d17f22bc267a434ab7e
philippus-ii-rex-macedonum.epistulae	ogc002730	Epistulae	Philippus II Rex Macedonum	oga001044	urn:cts:greekLit:tlg0048.tlg001	tlg0048.tlg001		first1k	1st1K-grc1	CC-BY-SA-4.0	31	2285	2273	not-ocr		logical-numeric	ref.sub	2	2110803a77fdaea922177cfedb9289231c906e91e44f6fc40ba32635f023986b
philippus-theangelensis.fragmenta	ogc002731	Fragmenta	philippus-theangelensis	oga001045				dfhg	dfhg	CC-BY-SA-4.0	4	155	155	not-ocr		logical-numeric	ref.sub	2	3e1d8a7f3c42dc440791725c158bbf489bcb1d49d4e9fcc98401d4239d4eebbd
philiscus-comedy.fragmenta	ogc002732	Fragmenta	Philiscus	oga001046	urn:cts:greekLit:tlg0491.tlg001	tlg0491.tlg001		ocr	kock-caf2-ocr-frag	PD	5	88	85	raw-ocr	0.172414	logical-numeric	ref	1	bbe20e5c8b9caeb2667829c3618b1e3c644638f1234b496128237b49fe2092e4
philistides.fragmenta	ogc002733	Fragmenta	philistides	oga001047				dfhg	dfhg	CC-BY-SA-4.0	1	52	52	not-ocr		logical-numeric	ref.sub	2	805106fb887d2409e39d6ac165b9a874602bb2f45e184dcbc3fe4943e5feeca6
philistus-naucratita.fragmenta	ogc002734	Fragmenta	philistus-naucratita	oga001049				dfhg	dfhg	CC-BY-SA-4.0	1	55	54	not-ocr		logical-numeric	ref.sub	2	38326a55397c28284c33882138c266cca5332682264ded9e2f374376f825d0a2
philistus.fragmenta	ogc002735	Fragmenta	Philistus	oga001048	urn:cts:greekLit:tlg1591.tlg001	tlg1591.tlg001		dfhg	dfhg	CC-BY-SA-4.0	66	1495	1429	not-ocr		logical-numeric	ref.sub	2	4dcfc216fbfffbca832cf70c42834a3b879c524162d014de448b3e6315f7120d
phillis-delius.fragmenta	ogc002736	Fragmenta	phillis-delius	oga001050	urn:cts:greekLit:tlg2594.tlg001	tlg2594.tlg001		dfhg	dfhg	CC-BY-SA-4.0	5	199	196	not-ocr		logical-numeric	ref.sub	2	62c073c6bee61324c05fce7f97b5cf81acdf554b2808fcbd4568c6bd979402bd
philo-byblius.fragmenta	ogc002737	Fragmenta	philo-byblius	oga001051				dfhg	dfhg	CC-BY-SA-4.0	48	4644	4555	not-ocr		logical-numeric	ref.sub	2	ee002fbdbb9b4b49d22d85797821ec8fe79ab22587c2af994ff762894fd2d7b8
philo-judaeus-philosophy.de-abrahamo	ogc002738	De Abrahamo	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg020	tlg0018.tlg020		first1k	1st1K-grc1	CC-BY-SA-4.0	276	13287	13150	not-ocr		logical-numeric	ref	1	da08f8e1d54f94d71b0178edff943dbc41cfd32e9e2c467b89d6e79ace15be89
philo-judaeus-philosophy.de-aeternitate-mundi	ogc002739	De Aeternitate Mundi	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg029	tlg0018.tlg029		first1k	1st1K-grc1	CC-BY-SA-4.0	150	9189	9072	not-ocr		logical-numeric	ref	1	0b5d0eaf2a4f53f9734cf367800740b704e330af458f92ba123d06cc5f91d336
philo-judaeus-philosophy.de-agricultura	ogc002740	De Agricultura	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg009	tlg0018.tlg009		first1k	1st1K-grc1	CC-BY-SA-4.0	181	8978	8863	not-ocr		logical-numeric	ref	1	51e41370f474cb7bdc748afbe7d5742ac670e2e6b1670d36629d3acb898eaa28
philo-judaeus-philosophy.de-cherubim	ogc002741	De Cherubim	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg003	tlg0018.tlg003		first1k	1st1K-grc1	CC-BY-SA-4.0	130	7545	7464	not-ocr		logical-numeric	ref	1	c2e07db309856232c7890b2c0495d7ab85e592d49f00a179ada2821f57b32e56
philo-judaeus-philosophy.de-confusione-linguarum	ogc002742	De Confusione Linguarum	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg013	tlg0018.tlg013		first1k	1st1K-grc1	CC-BY-SA-4.0	198	10246	10134	not-ocr		logical-numeric	ref	1	33114bd4168e9ba20999793d7a33cf9cda802a4c7f839aef0711b05dfae1e9da
philo-judaeus-philosophy.de-congressu-eruditionis-gratia	ogc002743	De Congressu Eruditionis Gratia	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg016	tlg0018.tlg016		first1k	1st1K-grc1	CC-BY-SA-4.0	180	8823	8742	not-ocr		logical-numeric	ref	1	04f4c2fefb4ed6eea62d07e8a891ca0f91e083f71111e97c986447dfe1f9a399
philo-judaeus-philosophy.de-decalogo	ogc002744	De Decalogo	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg023	tlg0018.tlg023		first1k	1st1K-grc1	CC-BY-SA-4.0	178	8436	8318	not-ocr		logical-numeric	ref	1	e5f044a2e122b8b67dc3fedbede97d70869a1a2f76ad76b29527287fadebfa5e
philo-judaeus-philosophy.de-ebrietate	ogc002745	De Ebrietate	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg011	tlg0018.tlg011		first1k	1st1K-grc1	CC-BY-SA-4.0	224	11473	11347	not-ocr		logical-numeric	ref	1	5d45c788911ff069202c9ad18d25437d0cbb279d9f0487a5f962847bc60d7347
philo-judaeus-philosophy.de-fuga-et-inventione	ogc002746	De Fuga Et Inventione	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg017	tlg0018.tlg017		first1k	1st1K-grc1	CC-BY-SA-4.0	213	10859	10741	not-ocr		logical-numeric	ref	1	037411f5310b0c8ec8c7518e1eb1b80dd8d4e70c39ec65b94e3201d106db293d
philo-judaeus-philosophy.de-gigantibus	ogc002747	De Gigantibus	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg007	tlg0018.tlg007		first1k	1st1K-grc1	CC-BY-SA-4.0	67	3245	3209	not-ocr		logical-numeric	ref	1	9e8a7d7e1d916c326f1076e26b27f67eacca26c079386d2589c785ba8598456a
philo-judaeus-philosophy.de-josepho	ogc002748	De Josepho	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg021	tlg0018.tlg021		first1k	1st1K-grc1	CC-BY-SA-4.0	270	12802	12618	not-ocr		logical-numeric	ref	1	af1ae9c4330255526c9956aac8ec9e7ef094211fedcb3555ccf7b3716ff1f09b
philo-judaeus-philosophy.de-migratione-abrahami	ogc002749	De Migratione Abrahami	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg014	tlg0018.tlg014		first1k	1st1K-grc1	CC-BY-SA-4.0	225	12449	12303	not-ocr		logical-numeric	ref	1	1d765bd02c0f3bd8434c68b5b4e761275b5aa48769147882263df69bb93bbe62
philo-judaeus-philosophy.de-mutatione-nominum	ogc002750	De Mutatione Nominum	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg018	tlg0018.tlg018		first1k	1st1K-grc1	CC-BY-SA-4.0	270	12990	12850	not-ocr		logical-numeric	ref	1	62dfa033dd39f39a8daa5d72a319870a0fdb62c87809b98e2bef47e44f28c4e0
philo-judaeus-philosophy.de-opificio-mundi	ogc002751	De Opificio Mundi	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg001	tlg0018.tlg001	Q11693156	first1k	1st1K-grc1	CC-BY-SA-4.0	172	13309	13196	not-ocr		logical-numeric	ref	1	e5a08be6173b510c9d66b38ef790230d4ad7c1792b9329c5d85e563394cc5d5a
philo-judaeus-philosophy.de-plantatione	ogc002752	De Plantatione	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg010	tlg0018.tlg010		first1k	1st1K-grc1	CC-BY-SA-4.0	177	8865	8775	not-ocr		logical-numeric	ref	1	08fba30c40f1dcf28468f093be7a4e80447c7477ca3d073c9c5036e9e1db7b22
philo-judaeus-philosophy.de-posteritate-caini	ogc002753	De Posteritate Caini	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg006	tlg0018.tlg006		first1k	1st1K-grc1	CC-BY-SA-4.0	185	10951	10826	not-ocr		logical-numeric	ref	1	044a795feb697c5a6569cfaa48e3d5e621a822e8582f8e2d891f311bfc3941be
philo-judaeus-philosophy.de-praemiis-et-poenis-de-exsecrationibus	ogc002754	De Praemiis Et Poenis De Exsecrationibus	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg026	tlg0018.tlg026		first1k	1st1K-grc1	CC-BY-SA-4.0	172	9077	8938	not-ocr		logical-numeric	ref	1	53d4355f36861290c80eb5a47aa2e871c4a24c751ada39d86cce59d9885d96c6
philo-judaeus-philosophy.de-sacrificiis-abelis-et-caini	ogc002755	De Sacrificiis Abelis Et Caini	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg004	tlg0018.tlg004		first1k	1st1K-grc1	CC-BY-SA-4.0	139	9446	9334	not-ocr		logical-numeric	ref	1	5c8399c625a621c1cd542e65bbcf6c08e2c5fbf276ad59de9fb04ef6915c67d5
philo-judaeus-philosophy.de-sobrietate	ogc002756	De Sobrietate	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg012	tlg0018.tlg012		first1k	1st1K-grc1	CC-BY-SA-4.0	69	3569	3532	not-ocr		logical-numeric	ref	1	d8bc5eace318452f3e4ec83d7327c3a1f2abaead0d7e1be4f96d2ff572178cd9
philo-judaeus-philosophy.de-somniis-lib-iii	ogc002757	De Somniis (Lib. Iii)	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg019	tlg0018.tlg019		first1k	1st1K-grc1	CC-BY-SA-4.0	558	25790	25439	not-ocr		logical-numeric	ref.sub	2	aef0cdcfca330121dc16b39f30fbd6bd1068f583730cbabe233aa7118f8f5a54
philo-judaeus-philosophy.de-specialibus-legibus-lib-iiv	ogc002758	De Specialibus Legibus (Lib. Iiv)	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg024	tlg0018.tlg024		first1k	1st1K-grc1	CC-BY-SA-4.0	1054	56707	55939	not-ocr		logical-numeric	ref.sub	2	a85e27170d074af8089042964d7b79502a4a86260ef578aa104a7ac1fbba3d3d
philo-judaeus-philosophy.de-virtutibus	ogc002759	De Virtutibus	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg025	tlg0018.tlg025		first1k	1st1K-grc1	CC-BY-SA-4.0	227	12154	11991	not-ocr		logical-numeric	ref	1	87fbcfdcedae5a90362c8eb3fa88f647cb1aa90a41e73c22762253b66c87e5a6
philo-judaeus-philosophy.de-vita-contemplativa	ogc002760	De Vita Contemplativa	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg028	tlg0018.tlg028	Q5684990	first1k	1st1K-grc1	CC-BY-SA-4.0	90	4604	4529	not-ocr		logical-numeric	ref	1	5654da00ae0ee0bbc37b27af0c755dddb00236423d42494cc1d4f0ad3e2bee97
philo-judaeus-philosophy.de-vita-mosis-lib-iii	ogc002761	De Vita Mosis (Lib. Iii)	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg022	tlg0018.tlg022		first1k	1st1K-grc1	CC-BY-SA-4.0	626	31376	30996	not-ocr		logical-numeric	ref.sub	2	f57104cb6bac1ef020fcb108717a681a9c6312ff7f7d9c0f832bf44db575941a
philo-judaeus-philosophy.in-flaccum	ogc002762	In Flaccum	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg030	tlg0018.tlg030	Q41088032	first1k	1st1K-grc1	CC-BY-SA-4.0	191	8924	8792	not-ocr		logical-numeric	ref	1	6e25c8a3679f5ffbd68526590d9cd98f86079516f92593eca2197c20497bf8ef
philo-judaeus-philosophy.legatio-ad-gaium	ogc002763	Legatio Ad Gaium	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg031	tlg0018.tlg031	Q3229044	first1k	1st1K-grc1	CC-BY-SA-4.0	373	17480	17184	not-ocr		logical-numeric	ref	1	7d21a38a92b644cdaceae4af7820d31ed61d7bb8710577203626fd20ae2618f0
philo-judaeus-philosophy.legum-allegoriarum-libri-iiii	ogc002764	Legum Allegoriarum Libri Iiii	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg002	tlg0018.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	469	31582	31347	not-ocr		logical-numeric	ref.sub	2	85451be9852b311a4ead5a8c53691cf485371e2ce561c6980cda687ee574be6e
philo-judaeus-philosophy.quis-rerum-divinarum-heres-sit	ogc002765	Quis Rerum Divinarum Heres Sit	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg015	tlg0018.tlg015		first1k	1st1K-grc1	CC-BY-SA-4.0	316	15669	15533	not-ocr		logical-numeric	ref	1	1eba91ae73fd84ab2bc0ddc281c931ccae77a8ca46756e85c4bbd0ff9b9fbec6
philo-judaeus-philosophy.quod-deterius-potiori-insidiari-soleat	ogc002766	Quod Deterius Potiori Insidiari Soleat	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg005	tlg0018.tlg005		first1k	1st1K-grc1	CC-BY-SA-4.0	178	11194	11064	not-ocr		logical-numeric	ref	1	be89117e146929293e9918ad3c89a95844ed98cb9e82732eb1a99d7de223c69f
philo-judaeus-philosophy.quod-deus-sit-immutabilis	ogc002767	Quod Deus Sit Immutabilis	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg008	tlg0018.tlg008		first1k	1st1K-grc1	CC-BY-SA-4.0	183	8910	8817	not-ocr		logical-numeric	ref	1	3dcfd0cb3d07af1822f4a5231a354cdcb08a13c63693a18de1089916c2a20d25
philo-judaeus-philosophy.quod-omnis-probus-liber-sit	ogc002768	Quod Omnis Probus Liber Sit	Philo Judaeus	oga001052	urn:cts:greekLit:tlg0018.tlg027	tlg0018.tlg027		first1k	1st1K-grc1	CC-BY-SA-4.0	160	7611	7518	not-ocr		logical-numeric	ref	1	69f46ec0564dfbd50abedff46a4a31a3889319688e93e986f66fc974a78851d7
philochorus.testimonia	ogc002769	Testimonia	Philochorus	oga001053	urn:cts:greekLit:tlg0583.tlg001	tlg0583.tlg001		dfhg	dfhg	CC-BY-SA-4.0	208	8189	8105	not-ocr		logical-numeric	ref.sub	2	4e4a741f39fb801afc61d355e6f30bc4434bb2877dbebf21f830888d963e6080
philocles-tragedy.fragmenta	ogc002770	Fragmenta	Philocles	oga001054	urn:cts:greekLit:tlg0312.tlg001	tlg0312.tlg001		ocr	nauck-tgf-ocr	PD	24	216	209	auto-corrected	0.165354	edition-prefixed			b3db1462c3650dade0cec59b92b3a61e48ca872d65510c56ccfba8e42f6ac5e3
philocrates.fragmenta	ogc002771	Fragmenta	philocrates	oga001055				dfhg	dfhg	CC-BY-SA-4.0	2	40	40	not-ocr		logical-numeric	ref.sub	2	24461d25cb06795eefe2b98647cd3a21d6b0c30b116092df895fac187c58d840
philodamus.paean-in-dionysum	ogc002772	Paean In Dionysum	Philodamus	oga001056	urn:cts:greekLit:tlg0205.tlg001	tlg0205.tlg001		ocr	qwen36-limenius_delphic_fairbanks-ocr	PD	152	814	693	auto-corrected	0.455696	edition-prefixed			0e1098038edd5f968209b96770e44521c81167f1462f79a318a077ace16dd505
philodemus.de-musica-librorum-quae-exstant	ogc002773	De Musica Librorum Quae Exstant	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg221	tlg1595.tlg221		first1k	1st1K-grc1	CC-BY-SA-4.0	148	16776	14677	not-ocr		logical-numeric	ref.sub	2	7fc9f065db64382b009d296999874101063a2ec16b7a759f7634e3dbdbf38e30
philodemus.tlg1595-tlg003	ogc003645	tlg1595.tlg003	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg003	tlg1595.tlg003		ocr	qwen36-rivistadifilolog03-p469-576	PD	621	2744	2518	raw-ocr	0.251836	edition-prefixed			d590abddc7889b445ad1c2105595382a51b61920230cef2c07f618c01ac606ea
philodemus.tlg1595-tlg241	ogc003646	tlg1595.tlg241	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg241	tlg1595.tlg241		ocr	qwen36-philodemiperioik00phil	PD	2107	17894	16966	raw-ocr	0.174942	edition-prefixed			eda6d01dd54ab1ea5b422c9c4a225d5a8336a63ea392da5a343f14f41989dbde
philodemus.tlg1595-tlg267	ogc003647	tlg1595.tlg267	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg267	tlg1595.tlg267		ocr	qwen36-philodemiepicur00philgoog	PD	3134	8279	8171	raw-ocr	0.217466	edition-prefixed			2f98c3f3b0188403a26762fe5b84431a4dfd5344b6f7ead09ed6cce85b38b752
philodemus.tlg1595-tlg271	ogc003648	tlg1595.tlg271	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg271	tlg1595.tlg271		ocr	qwen36-philodemiperipar00philuoft	PD	2096	9795	8800	raw-ocr	0.294561	edition-prefixed			0886b4ca4f482a475976722ad146ade4b646f323b28b2595ae6d47ebf75f24f3
philodemus.tlg1595-tlg289	ogc003649	tlg1595.tlg289	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg289	tlg1595.tlg289		ocr	qwen36-philodemiperipoi00haus	PD	255	2053	1943	raw-ocr	0.246117	edition-prefixed			4279eddecc9d3caf4d150f1fae50db3d8bd2fc2bf8c201b6db0bc7fbc2bc8305
philodemus.tlg1595-tlg472	ogc003650	tlg1595.tlg472	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg472	tlg1595.tlg472		ocr	qwen36-philodemberindu00gompgoog	PD	312	4581	4300	raw-ocr	0.219680	edition-prefixed			41f699e0f1d7572f6ed8eadfb0464ec8ca884428006536da57696f76843f83c4
philodemus.tlg1595-tlg492	ogc003651	tlg1595.tlg492	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg492	tlg1595.tlg492		ocr	qwen36-philodemiperitou00philuoft	PD	1762	9500	8570	raw-ocr	0.302646	edition-prefixed			946238d9e309639e0e0dbeace635a3cdf8eaae12618d03cc6c5d0138f6bb91e9
philodemus.tlg1595-tlg601	ogc003652		Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg601	tlg1595.tlg601		ocr	mekler-acadindex-1902	PD	1761	12301	10035	auto-corrected	0.231094	edition-prefixed			3cecb76e6922d0b93c7129b967d7849198a20d048b85f643e40119ed3540ac2e
philodemus.volumina-rhetorica	ogc002774	Volumina Rhetorica	Philodemus	oga001057	urn:cts:greekLit:tlg1595.tlg370	tlg1595.tlg370		ocr	sudhaus-volrhet1-1892	PD	13604	99394	86166	auto-corrected	0.300366	edition-prefixed			e7fdd8c82c0f46ab836a1577437f0aab44dae2d072f877f3532a174c1497f69c
philolaus.fragmenta	ogc002775	Fragmenta	Philolaus	oga001058	urn:cts:greekLit:tlg1596.tlg002	tlg1596.tlg002		first1k	1st1K-grc1	CC-BY-SA-4.0	24	1828	1780	not-ocr		logical-numeric	ref	1	46bd8d01273ede4c1239cda485f7eb8580605bc79f97a45e753b008cf313b187
philolaus.testimonia	ogc002776	Testimonia	Philolaus	oga001058	urn:cts:greekLit:tlg1596.tlg001	tlg1596.tlg001		ocr	migne-ocr-qwen36	PD	193	8426	8308	auto-corrected	0.090814	edition-prefixed			17c8df2da6a365b9887f3a2cae7166dd9c7b6eaab22e382b32dea9f58ce821a9
philomnestus.fragmenta	ogc002777	Fragmenta	philomnestus	oga001059				dfhg	dfhg	CC-BY-SA-4.0	2	139	137	not-ocr		logical-numeric	ref.sub	2	5204c371ac06999e7a1896ccee36df2758161db808aab473261c62e0c096e2b0
